obs_date	station	air_temp_c	pressure_reading	daily_rain_mm
28-12-2017	Sunspire Dune	19.4	1010.5	0.12
29-12-2017	Sunspire Dune	19.4	1010.5	0.12
30-12-2017	Sunspire Dune	19.4	1010.5	0.12
31-12-2017	Sunspire Dune	19.5	1010.6	0.12
01-01-2018	Sunspire Dune	19.5	1010.6	0.11
02-01-2018	Sunspire Dune	19.6	1010.6	0.11
03-01-2018	Sunspire Dune	19.6	1010.6	0.11
04-01-2018	Sunspire Dune	19.7	1010.6	0.11
05-01-2018	Sunspire Dune	19.7	1010.7	0.11
06-01-2018	Sunspire Dune	19.8	1010.7	0.1
07-01-2018	Sunspire Dune	19.8	1010.7	0.1
08-01-2018	Sunspire Dune	19.9	1010.7	0.1
09-01-2018	Sunspire Dune	20.0	1010.7	0.1
10-01-2018	Sunspire Dune	20.0	1010.7	0.09
11-01-2018	Sunspire Dune	20.1	1010.7	0.09
12-01-2018	Sunspire Dune	20.2	1010.7	0.09
13-01-2018	Sunspire Dune	20.3	1010.8	0.08
14-01-2018	Sunspire Dune	20.4	1010.8	0.08
15-01-2018	Sunspire Dune	20.5	1010.8	0.08
16-01-2018	Sunspire Dune	20.6	1010.8	0.08
17-01-2018	Sunspire Dune	20.6	1010.8	0.09
18-01-2018	Sunspire Dune	20.7	1010.8	0.09
19-01-2018	Sunspire Dune	20.8	1010.8	0.09
20-01-2018	Sunspire Dune	20.9	1010.8	0.1
21-01-2018	Sunspire Dune	21.1	1010.8	0.1
22-01-2018	Sunspire Dune	21.2	1010.8	0.1
23-01-2018	Sunspire Dune	21.3	1010.8	0.1
24-01-2018	Sunspire Dune	21.4	1010.8	0.11
25-01-2018	Sunspire Dune	21.5	1010.8	0.11
26-01-2018	Sunspire Dune	21.6	1010.8	0.11
27-01-2018	Sunspire Dune	21.7	1010.8	0.11
28-01-2018	Sunspire Dune	21.9	1010.7	0.11
29-01-2018	Sunspire Dune	22.0	1010.7	0.12
30-01-2018	Sunspire Dune	22.1	1010.7	0.12
31-01-2018	Sunspire Dune	22.2	1010.7	0.12
01-02-2018	Sunspire Dune	22.3	1010.7	0.12
02-02-2018	Sunspire Dune	22.5	1010.7	0.12
03-02-2018	Sunspire Dune	22.6	1010.7	0.12
04-02-2018	Sunspire Dune	22.7	1010.7	0.12
05-02-2018	Sunspire Dune	22.8	1010.7	0.12
06-02-2018	Sunspire Dune	23.0	1010.6	0.12
07-02-2018	Sunspire Dune	23.1	1010.6	0.12
08-02-2018	Sunspire Dune	23.2	1010.6	0.12
09-02-2018	Sunspire Dune	23.3	1010.6	0.12
10-02-2018	Sunspire Dune	23.5	1010.6	0.12
11-02-2018	Sunspire Dune	23.6	1010.6	0.11
12-02-2018	Sunspire Dune	23.7	1010.5	0.11
13-02-2018	Sunspire Dune	23.8	1010.5	0.11
14-02-2018	Sunspire Dune	24.0	1010.5	0.11
15-02-2018	Sunspire Dune	24.1	1010.5	0.11
16-02-2018	Sunspire Dune	24.2	1010.4	0.1
17-02-2018	Sunspire Dune	24.3	1010.4	0.1
18-02-2018	Sunspire Dune	24.5	1010.4	0.1
19-02-2018	Sunspire Dune	24.6	1010.4	0.1
20-02-2018	Sunspire Dune	24.7	1010.3	0.09
21-02-2018	Sunspire Dune	24.8	1010.3	0.09
22-02-2018	Sunspire Dune	24.9	1010.3	0.09
23-02-2018	Sunspire Dune	25.0	1010.3	0.08
24-02-2018	Sunspire Dune	25.2	1010.2	0.08
25-02-2018	Sunspire Dune	25.3	1010.2	0.08
26-02-2018	Sunspire Dune	25.4	1010.2	0.09
27-02-2018	Sunspire Dune	25.5	1010.1	0.09
28-02-2018	Sunspire Dune	25.6	1010.1	0.09
01-03-2018	Sunspire Dune	25.7	1010.1	0.09
02-03-2018	Sunspire Dune	25.8	1010.1	0.1
03-03-2018	Sunspire Dune	25.9	1010.0	0.1
04-03-2018	Sunspire Dune	26.0	1010.0	0.1
05-03-2018	Sunspire Dune	26.1	1010.0	0.1
06-03-2018	Sunspire Dune	26.2	1009.9	0.11
07-03-2018	Sunspire Dune	26.3	1009.9	0.11
08-03-2018	Sunspire Dune	26.5	1009.9	0.11
09-03-2018	Sunspire Dune	26.6	1009.8	0.11
10-03-2018	Sunspire Dune	26.7	1009.8	0.11
11-03-2018	Sunspire Dune	26.8	1009.8	0.12
12-03-2018	Sunspire Dune	26.9	1009.7	0.12
13-03-2018	Sunspire Dune	27.0	1009.7	0.12
14-03-2018	Sunspire Dune	27.1	1009.7	0.12
15-03-2018	Sunspire Dune	27.2	1009.6	0.12
16-03-2018	Sunspire Dune	27.3	1009.6	0.12
17-03-2018	Sunspire Dune	27.4	1009.6	0.12
18-03-2018	Sunspire Dune	27.5	1009.5	0.12
19-03-2018	Sunspire Dune	27.6	1009.5	0.12
20-03-2018	Sunspire Dune	27.7	1009.4	0.12
21-03-2018	Sunspire Dune	27.8	1009.4	0.12
22-03-2018	Sunspire Dune	27.9	1009.4	0.12
23-03-2018	Sunspire Dune	28.0	1009.3	0.12
24-03-2018	Sunspire Dune	28.1	1009.3	0.11
25-03-2018	Sunspire Dune	28.2	1009.3	0.11
26-03-2018	Sunspire Dune	28.3	1009.2	0.11
27-03-2018	Sunspire Dune	28.4	1009.2	0.11
28-03-2018	Sunspire Dune	28.5	1009.2	0.11
29-03-2018	Sunspire Dune	28.6	1009.1	0.1
30-03-2018	Sunspire Dune	28.7	1009.1	0.1
31-03-2018	Sunspire Dune	28.8	1009.0	0.1
01-04-2018	Sunspire Dune	28.9	1009.0	0.1
02-04-2018	Sunspire Dune	29.1	1009.0	0.09
03-04-2018	Sunspire Dune	29.2	1008.9	0.09
04-04-2018	Sunspire Dune	29.3	1008.9	0.09
05-04-2018	Sunspire Dune	29.4	1008.9	0.08
06-04-2018	Sunspire Dune	29.5	1008.8	0.08
07-04-2018	Sunspire Dune	29.6	1008.8	0.08
08-04-2018	Sunspire Dune	29.8	1008.7	0.09
09-04-2018	Sunspire Dune	29.9	1008.7	0.09
10-04-2018	Sunspire Dune	30.0	1008.7	0.09
11-04-2018	Sunspire Dune	30.1	1008.6	0.09
12-04-2018	Sunspire Dune	30.3	1008.6	0.1
13-04-2018	Sunspire Dune	30.4	1008.6	0.1
14-04-2018	Sunspire Dune	30.5	1008.5	0.1
15-04-2018	Sunspire Dune	30.7	1008.5	0.11
16-04-2018	Sunspire Dune	30.8	1008.5	0.11
17-04-2018	Sunspire Dune	30.9	1008.4	0.11
18-04-2018	Sunspire Dune	31.1	1008.4	0.11
19-04-2018	Sunspire Dune	31.2	1008.4	0.11
20-04-2018	Sunspire Dune	31.4	1008.3	0.12
21-04-2018	Sunspire Dune	31.5	1008.3	0.12
22-04-2018	Sunspire Dune	31.7	1008.3	0.12
23-04-2018	Sunspire Dune	31.8	1008.2	0.12
24-04-2018	Sunspire Dune	32.0	1008.2	0.12
25-04-2018	Sunspire Dune	32.1	1008.2	0.12
26-04-2018	Sunspire Dune	32.3	1008.1	0.12
27-04-2018	Sunspire Dune	32.4	1008.1	0.12
28-04-2018	Sunspire Dune	32.6	1008.1	0.12
29-04-2018	Sunspire Dune	32.7	1008.0	0.12
30-04-2018	Sunspire Dune	32.9	1008.0	0.12
01-05-2018	Sunspire Dune	33.0	1008.0	0.12
02-05-2018	Sunspire Dune	33.2	1007.9	0.12
03-05-2018	Sunspire Dune	33.4	1007.9	0.12
04-05-2018	Sunspire Dune	33.5	1007.9	0.11
05-05-2018	Sunspire Dune	33.7	1007.9	0.11
06-05-2018	Sunspire Dune	33.9	1007.8	0.11
07-05-2018	Sunspire Dune	34.0	1007.8	0.11
08-05-2018	Sunspire Dune	34.2	1007.8	0.11
09-05-2018	Sunspire Dune	34.3	1007.7	0.1
10-05-2018	Sunspire Dune	34.5	1007.7	0.1
11-05-2018	Sunspire Dune	34.7	1007.7	0.1
12-05-2018	Sunspire Dune	34.8	1007.7	0.09
13-05-2018	Sunspire Dune	35.0	1007.6	0.09
14-05-2018	Sunspire Dune	35.1	1007.6	0.09
15-05-2018	Sunspire Dune	35.3	1007.6	0.09
16-05-2018	Sunspire Dune	35.5	1007.5	0.08
17-05-2018	Sunspire Dune	35.6	1007.5	0.08
18-05-2018	Sunspire Dune	35.8	1007.5	0.08
19-05-2018	Sunspire Dune	35.9	1007.5	0.09
20-05-2018	Sunspire Dune	36.1	1007.4	0.09
21-05-2018	Sunspire Dune	36.2	1007.4	0.09
22-05-2018	Sunspire Dune	36.4	1007.4	0.1
23-05-2018	Sunspire Dune	36.5	1007.4	0.1
24-05-2018	Sunspire Dune	36.7	1007.3	0.1
25-05-2018	Sunspire Dune	36.8	1007.3	0.1
26-05-2018	Sunspire Dune	36.9	1007.3	0.11
27-05-2018	Sunspire Dune	37.1	1007.3	0.11
28-05-2018	Sunspire Dune	37.2	1007.3	0.11
29-05-2018	Sunspire Dune	37.3	1007.2	0.11
30-05-2018	Sunspire Dune	37.5	1007.2	0.11
31-05-2018	Sunspire Dune	37.6	1007.2	0.12
01-06-2018	Sunspire Dune	37.7	1007.2	0.12
02-06-2018	Sunspire Dune	37.8	1007.1	0.12
03-06-2018	Sunspire Dune	37.9	1007.1	0.12
04-06-2018	Sunspire Dune	38.1	1007.1	0.12
05-06-2018	Sunspire Dune	38.2	1007.1	0.12
06-06-2018	Sunspire Dune	38.3	1007.1	0.12
07-06-2018	Sunspire Dune	38.4	1007.0	0.12
08-06-2018	Sunspire Dune	38.5	1007.0	0.12
09-06-2018	Sunspire Dune	38.6	1007.0	0.12
10-06-2018	Sunspire Dune	38.7	1007.0	0.12
11-06-2018	Sunspire Dune	38.7	1007.0	0.12
12-06-2018	Sunspire Dune	38.8	1006.9	0.12
13-06-2018	Sunspire Dune	38.9	1006.9	0.11
14-06-2018	Sunspire Dune	39.0	1006.9	0.11
15-06-2018	Sunspire Dune	39.1	1006.9	0.11
16-06-2018	Sunspire Dune	39.1	1006.9	0.11
17-06-2018	Sunspire Dune	39.2	1006.8	0.11
18-06-2018	Sunspire Dune	39.2	1006.8	0.1
19-06-2018	Sunspire Dune	39.3	1006.8	0.1
20-06-2018	Sunspire Dune	39.4	1006.8	0.1
21-06-2018	Sunspire Dune	39.4	1006.8	0.1
22-06-2018	Sunspire Dune	39.5	1006.8	0.09
23-06-2018	Sunspire Dune	39.5	1006.7	0.09
24-06-2018	Sunspire Dune	39.5	1006.7	0.09
25-06-2018	Sunspire Dune	39.6	1006.7	0.09
26-06-2018	Sunspire Dune	39.6	1006.7	0.08
27-06-2018	Sunspire Dune	39.6	1006.7	0.08
28-06-2018	Sunspire Dune	39.6	1006.7	0.08
29-06-2018	Sunspire Dune	39.7	1006.6	0.09
30-06-2018	Sunspire Dune	39.7	1006.6	0.09
01-07-2018	Sunspire Dune	39.7	1006.6	0.5
02-07-2018	Sunspire Dune	39.7	1006.6	0.46
03-07-2018	Sunspire Dune	39.7	1006.6	0.43
04-07-2018	Sunspire Dune	39.7	1006.6	0.4
05-07-2018	Sunspire Dune	39.7	1006.5	0.38
06-07-2018	Sunspire Dune	39.7	1006.5	0.37
07-07-2018	Sunspire Dune	39.7	1006.5	0.36
08-07-2018	Sunspire Dune	39.7	1006.5	0.36
09-07-2018	Sunspire Dune	39.7	1006.5	0.37
10-07-2018	Sunspire Dune	39.6	1006.5	0.38
11-07-2018	Sunspire Dune	39.6	1006.5	0.41
12-07-2018	Sunspire Dune	39.6	1006.4	0.43
13-07-2018	Sunspire Dune	39.6	1006.4	0.47
14-07-2018	Sunspire Dune	39.6	1006.4	0.51
15-07-2018	Sunspire Dune	39.5	1006.4	0.55
16-07-2018	Sunspire Dune	39.5	1006.4	0.59
17-07-2018	Sunspire Dune	39.5	1006.4	0.62
18-07-2018	Sunspire Dune	39.4	1006.4	0.66
19-07-2018	Sunspire Dune	39.4	1006.4	0.7
20-07-2018	Sunspire Dune	39.3	1006.4	0.72
21-07-2018	Sunspire Dune	39.3	1006.3	0.74
22-07-2018	Sunspire Dune	39.2	1006.3	0.76
23-07-2018	Sunspire Dune	39.2	1006.3	0.77
24-07-2018	Sunspire Dune	39.1	1006.3	0.76
25-07-2018	Sunspire Dune	39.1	1006.3	0.75
26-07-2018	Sunspire Dune	39.0	1006.3	0.74
27-07-2018	Sunspire Dune	39.0	1006.3	0.71
28-07-2018	Sunspire Dune	38.9	1006.3	0.68
29-07-2018	Sunspire Dune	38.8	1006.3	0.64
30-07-2018	Sunspire Dune	38.8	1006.3	0.6
31-07-2018	Sunspire Dune	38.7	1006.2	0.56
01-08-2018	Sunspire Dune	38.7	1006.2	0.52
02-08-2018	Sunspire Dune	38.6	1006.2	0.48
03-08-2018	Sunspire Dune	38.5	1006.2	0.44
04-08-2018	Sunspire Dune	38.4	1006.2	0.4
05-08-2018	Sunspire Dune	38.4	1006.2	0.37
06-08-2018	Sunspire Dune	38.3	1006.2	0.35
07-08-2018	Sunspire Dune	38.2	1006.2	0.34
08-08-2018	Sunspire Dune	38.1	1006.2	0.33
09-08-2018	Sunspire Dune	38.0	1006.2	0.34
10-08-2018	Sunspire Dune	38.0	1006.2	0.35
11-08-2018	Sunspire Dune	37.9	1006.2	0.37
12-08-2018	Sunspire Dune	37.8	1006.2	0.4
13-08-2018	Sunspire Dune	37.7	1006.2	0.44
14-08-2018	Sunspire Dune	37.6	1006.2	0.47
15-08-2018	Sunspire Dune	37.5	1006.2	0.51
16-08-2018	Sunspire Dune	37.4	1006.2	0.56
17-08-2018	Sunspire Dune	37.3	sensor	0.6
18-08-2018	Sunspire Dune	37.2	1006.2	0.64
19-08-2018	Sunspire Dune	37.1	1006.2	0.67
20-08-2018	Sunspire Dune	37.0	1006.2	0.71
21-08-2018	Sunspire Dune	36.9	1006.2	0.73
22-08-2018	Sunspire Dune	36.8	1006.2	0.75
23-08-2018	Sunspire Dune	36.7	1006.2	0.77
24-08-2018	Sunspire Dune	36.5	1006.2	0.77
25-08-2018	Sunspire Dune	36.4	1006.2	0.76
26-08-2018	Sunspire Dune	36.3	1006.2	0.75
27-08-2018	Sunspire Dune	36.2	1006.2	0.73
28-08-2018	Sunspire Dune	36.0	1006.2	0.71
29-08-2018	Sunspire Dune	35.9	1006.2	0.67
30-08-2018	Sunspire Dune	35.8	1006.2	0.64
31-08-2018	Sunspire Dune	35.7	1006.2	0.6
01-09-2018	Sunspire Dune	35.5	1006.2	0.56
02-09-2018	Sunspire Dune	35.4	1006.2	0.52
03-09-2018	Sunspire Dune	35.2	1006.2	0.48
04-09-2018	Sunspire Dune	35.1	1006.2	0.44
05-09-2018	Sunspire Dune	34.9	1006.2	0.41
06-09-2018	Sunspire Dune	34.8	1006.2	0.38
07-09-2018	Sunspire Dune	34.6	1006.2	0.37
08-09-2018	Sunspire Dune	34.5	1006.3	0.36
09-09-2018	Sunspire Dune	34.3	1006.3	0.35
10-09-2018	Sunspire Dune	34.1	1006.3	0.36
11-09-2018	Sunspire Dune	34.0	1006.3	0.37
12-09-2018	Sunspire Dune	33.8	1006.3	0.39
13-09-2018	Sunspire Dune	33.6	1006.3	0.41
14-09-2018	Sunspire Dune	33.4	1006.3	0.44
15-09-2018	Sunspire Dune	33.3	1006.3	0.48
16-09-2018	Sunspire Dune	33.1	1006.4	0.51
17-09-2018	Sunspire Dune	32.9	1006.4	0.55
18-09-2018	Sunspire Dune	32.7	1006.4	0.6
19-09-2018	Sunspire Dune	32.5	1006.4	0.64
20-09-2018	Sunspire Dune	32.3	1006.4	0.67
21-09-2018	Sunspire Dune	32.1	1006.5	0.7
22-09-2018	Sunspire Dune	31.9	1006.5	0.73
23-09-2018	Sunspire Dune	31.7	1006.5	0.74
24-09-2018	Sunspire Dune	31.5	1006.5	0.75
25-09-2018	Sunspire Dune	31.3	1006.5	0.75
26-09-2018	Sunspire Dune	31.1	1006.6	0.75
27-09-2018	Sunspire Dune	30.9	1006.6	0.73
28-09-2018	Sunspire Dune	30.7	1006.6	0.71
29-09-2018	Sunspire Dune	30.5	1006.6	0.68
30-09-2018	Sunspire Dune	30.3	1006.7	0.65
01-10-2018	Sunspire Dune	30.1	1006.7	0.12
02-10-2018	Sunspire Dune	29.8	1006.7	0.12
03-10-2018	Sunspire Dune	29.6	1006.7	0.12
04-10-2018	Sunspire Dune	29.4	1006.8	0.12
05-10-2018	Sunspire Dune	29.2	1006.8	0.12
06-10-2018	Sunspire Dune	29.0	1006.8	0.12
07-10-2018	Sunspire Dune	28.7	1006.9	0.12
08-10-2018	Sunspire Dune	28.5	1006.9	0.12
09-10-2018	Sunspire Dune	28.3	1006.9	0.12
10-10-2018	Sunspire Dune	28.1	1007.0	0.12
11-10-2018	Sunspire Dune	27.9	1007.0	0.12
12-10-2018	Sunspire Dune	27.6	1007.0	0.12
13-10-2018	Sunspire Dune	27.4	1007.1	0.12
14-10-2018	Sunspire Dune	27.2	1007.1	0.11
15-10-2018	Sunspire Dune	27.0	1007.1	0.11
16-10-2018	Sunspire Dune	26.8	1007.2	0.11
17-10-2018	Sunspire Dune	26.5	1007.2	0.11
18-10-2018	Sunspire Dune	26.3	1007.2	0.11
19-10-2018	Sunspire Dune	26.1	1007.3	0.1
20-10-2018	Sunspire Dune	25.9	1007.3	0.1
21-10-2018	Sunspire Dune	25.7	1007.4	0.1
22-10-2018	Sunspire Dune	25.5	1007.4	0.1
23-10-2018	Sunspire Dune	25.3	1007.4	0.09
24-10-2018	Sunspire Dune	25.1	1007.5	0.09
25-10-2018	Sunspire Dune	24.8	1007.5	0.09
26-10-2018	Sunspire Dune	24.6	1007.6	0.08
27-10-2018	Sunspire Dune	24.5	1007.6	0.08
28-10-2018	Sunspire Dune	24.3	1007.6	0.08
29-10-2018	Sunspire Dune	24.1	1007.7	0.09
30-10-2018	Sunspire Dune	23.9	1007.7	0.09
31-10-2018	Sunspire Dune	23.7	1007.8	0.09
01-11-2018	Sunspire Dune	23.5	1007.8	0.09
02-11-2018	Sunspire Dune	23.3	1007.9	0.1
03-11-2018	Sunspire Dune	23.2	1007.9	0.1
04-11-2018	Sunspire Dune	23.0	1008.0	0.1
05-11-2018	Sunspire Dune	22.8	1008.0	0.1
06-11-2018	Sunspire Dune	22.7	1008.0	0.11
07-11-2018	Sunspire Dune	22.5	1008.1	0.11
08-11-2018	Sunspire Dune	22.4	1008.1	0.11
09-11-2018	Sunspire Dune	22.2	1008.2	0.11
10-11-2018	Sunspire Dune	22.1	1008.2	0.11
11-11-2018	Sunspire Dune	21.9	1008.3	0.12
12-11-2018	Sunspire Dune	21.8	1008.3	0.12
13-11-2018	Sunspire Dune	21.7	1008.4	0.12
14-11-2018	Sunspire Dune	21.5	1008.4	0.12
15-11-2018	Sunspire Dune	21.4	1008.5	0.12
16-11-2018	Sunspire Dune	21.3	1008.5	0.12
17-11-2018	Sunspire Dune	21.2	1008.6	0.12
18-11-2018	Sunspire Dune	21.1	1008.6	0.12
19-11-2018	Sunspire Dune	21.0	1008.7	0.12
20-11-2018	Sunspire Dune	20.9	1008.7	0.12
21-11-2018	Sunspire Dune	20.8	1008.8	0.12
22-11-2018	Sunspire Dune	20.7	1008.8	0.12
23-11-2018	Sunspire Dune	20.6	1008.9	0.12
24-11-2018	Sunspire Dune	20.6	1008.9	0.11
25-11-2018	Sunspire Dune	20.5	1009.0	0.11
26-11-2018	Sunspire Dune	20.4	1009.0	0.11
27-11-2018	Sunspire Dune	20.4	1009.1	0.11
28-11-2018	Sunspire Dune	20.3	1009.1	0.11
29-11-2018	Sunspire Dune	20.3	1009.1	0.1
30-11-2018	Sunspire Dune	20.2	1009.2	0.1
01-12-2018	Sunspire Dune	20.2	1009.2	0.1
02-12-2018	Sunspire Dune	20.1	1009.3	0.1
03-12-2018	Sunspire Dune	20.1	1009.3	0.09
04-12-2018	Sunspire Dune	20.1	1009.4	0.09
05-12-2018	Sunspire Dune	20.0	1009.4	0.09
06-12-2018	Sunspire Dune	20.0	1009.5	0.08
07-12-2018	Sunspire Dune	20.0	1009.5	0.08
08-12-2018	Sunspire Dune	20.0	1009.6	0.08
09-12-2018	Sunspire Dune	20.0	1009.6	0.09
10-12-2018	Sunspire Dune	20.0	1009.7	0.09
11-12-2018	Sunspire Dune	20.0	1009.7	0.09
12-12-2018	Sunspire Dune	20.0	1009.7	0.09
13-12-2018	Sunspire Dune	20.0	1009.8	0.1
14-12-2018	Sunspire Dune	20.0	1009.8	0.1
15-12-2018	Sunspire Dune	20.0	1009.9	0.1
16-12-2018	Sunspire Dune	20.0	1009.9	0.11
17-12-2018	Sunspire Dune	20.0	1010.0	0.11
18-12-2018	Sunspire Dune	20.0	1010.0	0.11
19-12-2018	Sunspire Dune	20.1	1010.0	0.11
20-12-2018	Sunspire Dune	20.1	1010.1	0.11
21-12-2018	Sunspire Dune	20.1	1010.1	0.12
22-12-2018	Sunspire Dune	20.1	1010.1	0.12
23-12-2018	Sunspire Dune	20.2	1010.2	0.12
24-12-2018	Sunspire Dune	20.2	1010.2	0.12
25-12-2018	Sunspire Dune	20.2	1010.3	0.12
26-12-2018	Sunspire Dune	20.3	1010.3	0.12
27-12-2018	Sunspire Dune	20.3	1010.3	0.12
28-12-2018	Sunspire Dune	20.3	1010.4	0.12
29-12-2018	Sunspire Dune	20.4	1010.4	0.12
30-12-2018	Sunspire Dune	20.4	1010.4	0.12
31-12-2018	Sunspire Dune	20.5	1010.4	0.12
01-01-2019	Sunspire Dune	20.5	1010.5	0.12
02-01-2019	Sunspire Dune	20.6	1010.5	0.12
03-01-2019	Sunspire Dune	20.6	1010.5	0.12
04-01-2019	Sunspire Dune	20.7	1010.6	0.11
05-01-2019	Sunspire Dune	20.7	1010.6	0.11
06-01-2019	Sunspire Dune	20.8	1010.6	0.11
07-01-2019	Sunspire Dune	20.8	1010.6	0.11
08-01-2019	Sunspire Dune	20.9	1010.7	0.11
09-01-2019	Sunspire Dune	20.9	1010.7	0.1
10-01-2019	Sunspire Dune	21.0	1010.7	0.1
11-01-2019	Sunspire Dune	21.0	1010.7	0.1
12-01-2019	Sunspire Dune	21.1	1010.7	0.09
13-01-2019	Sunspire Dune	21.1	1010.8	0.09
14-01-2019	Sunspire Dune	21.2	1010.8	0.09
15-01-2019	Sunspire Dune	21.3	1010.8	0.09
16-01-2019	Sunspire Dune	21.3	1010.8	0.08
17-01-2019	Sunspire Dune	21.4	1010.8	0.08
18-01-2019	Sunspire Dune	21.4	1010.8	0.08
19-01-2019	Sunspire Dune	21.5	1010.8	0.09
20-01-2019	Sunspire Dune	21.5	1010.9	0.09
21-01-2019	Sunspire Dune	21.6	1010.9	0.09
22-01-2019	Sunspire Dune	21.6	1010.9	0.1
23-01-2019	Sunspire Dune	21.7	1010.9	0.1
24-01-2019	Sunspire Dune	21.8	1010.9	0.1
25-01-2019	Sunspire Dune	21.8	1010.9	0.1
26-01-2019	Sunspire Dune	21.9	1010.9	0.11
27-01-2019	Sunspire Dune	21.9	1010.9	0.11
28-01-2019	Sunspire Dune	22.0	1010.9	0.11
29-01-2019	Sunspire Dune	22.1	1010.9	0.11
30-01-2019	Sunspire Dune	22.1	1010.9	0.11
31-01-2019	Sunspire Dune	22.2	1010.9	0.12
01-02-2019	Sunspire Dune	22.3	1010.9	0.12
02-02-2019	Sunspire Dune	22.3	1010.9	0.12
03-02-2019	Sunspire Dune	22.4	1010.9	0.12
04-02-2019	Sunspire Dune	22.5	1010.9	0.12
05-02-2019	Sunspire Dune	22.5	1010.9	0.12
06-02-2019	Sunspire Dune	22.6	1010.9	0.12
07-02-2019	Sunspire Dune	22.7	1010.8	0.12
08-02-2019	Sunspire Dune	22.8	1010.8	0.12
09-02-2019	Sunspire Dune	22.8	1010.8	0.12
10-02-2019	Sunspire Dune	22.9	1010.8	0.12
11-02-2019	Sunspire Dune	23.0	1010.8	0.12
12-02-2019	Sunspire Dune	23.1	1010.8	0.12
13-02-2019	Sunspire Dune	23.2	1010.8	0.11
14-02-2019	Sunspire Dune	23.2	1010.8	0.11
15-02-2019	Sunspire Dune	23.3	1010.7	0.11
16-02-2019	Sunspire Dune	23.4	1010.7	0.11
17-02-2019	Sunspire Dune	23.5	1010.7	0.11
18-02-2019	Sunspire Dune	23.6	1010.7	0.11
19-02-2019	Sunspire Dune	23.7	1010.7	0.1
20-02-2019	Sunspire Dune	23.8	1010.6	0.1
21-02-2019	Sunspire Dune	23.9	1010.6	0.1
22-02-2019	Sunspire Dune	24.0	1010.6	0.09
23-02-2019	Sunspire Dune	24.1	1010.6	0.09
24-02-2019	Sunspire Dune	24.2	1010.5	0.09
25-02-2019	Sunspire Dune	24.3	1010.5	0.09
26-02-2019	Sunspire Dune	24.4	1010.5	0.08
27-02-2019	Sunspire Dune	24.6	1010.5	0.08
28-02-2019	Sunspire Dune	24.7	1010.4	0.08
01-03-2019	Sunspire Dune	24.8	1010.4	0.09
02-03-2019	Sunspire Dune	24.9	1010.4	0.09
03-03-2019	Sunspire Dune	25.0	1010.3	0.09
04-03-2019	Sunspire Dune	25.2	1010.3	0.1
05-03-2019	Sunspire Dune	25.3	1010.3	0.1
06-03-2019	Sunspire Dune	25.4	1010.2	0.1
07-03-2019	Sunspire Dune	25.6	1010.2	0.1
08-03-2019	Sunspire Dune	25.7	1010.2	0.11
09-03-2019	Sunspire Dune	25.8	1010.1	0.11
10-03-2019	Sunspire Dune	26.0	1010.1	0.11
11-03-2019	Sunspire Dune	26.1	1010.1	0.11
12-03-2019	Sunspire Dune	26.2	1010.0	0.11
13-03-2019	Sunspire Dune	26.4	1010.0	0.12
14-03-2019	Sunspire Dune	26.5	1009.9	0.12
15-03-2019	Sunspire Dune	26.7	1009.9	0.12
16-03-2019	Sunspire Dune	26.8	1009.9	0.12
17-03-2019	Sunspire Dune	27.0	1009.8	0.12
18-03-2019	Sunspire Dune	27.1	1009.8	0.12
19-03-2019	Sunspire Dune	27.3	1009.7	0.12
20-03-2019	Sunspire Dune	27.5	1009.7	0.12
21-03-2019	Sunspire Dune	27.6	1009.7	0.12
22-03-2019	Sunspire Dune	27.8	1009.6	0.12
23-03-2019	Sunspire Dune	27.9	1009.6	0.12
24-03-2019	Sunspire Dune	28.1	1009.5	0.12
25-03-2019	Sunspire Dune	28.2	1009.5	0.12
26-03-2019	Sunspire Dune	28.4	1009.4	0.11
27-03-2019	Sunspire Dune	28.6	1009.4	0.11
28-03-2019	Sunspire Dune	28.7	1009.4	0.11
29-03-2019	Sunspire Dune	28.9	1009.3	0.11
30-03-2019	Sunspire Dune	29.1	1009.3	0.11
31-03-2019	Sunspire Dune	29.2	1009.2	0.1
01-04-2019	Sunspire Dune	29.4	1009.2	0.1
02-04-2019	Sunspire Dune	29.6	1009.1	0.1
03-04-2019	Sunspire Dune	29.7	1009.1	0.1
04-04-2019	Sunspire Dune	29.9	1009.0	0.09
05-04-2019	Sunspire Dune	30.0	1009.0	0.09
06-04-2019	Sunspire Dune	30.2	1009.0	0.09
07-04-2019	Sunspire Dune	30.4	1008.9	0.09
08-04-2019	Sunspire Dune	30.5	1008.9	0.08
09-04-2019	Sunspire Dune	30.7	1008.8	0.08
10-04-2019	Sunspire Dune	30.8	1008.8	0.08
11-04-2019	Sunspire Dune	31.0	1008.7	0.09
12-04-2019	Sunspire Dune	31.2	1008.7	0.09
13-04-2019	Sunspire Dune	31.3	1008.6	0.09
14-04-2019	Sunspire Dune	31.5	1008.6	0.1
15-04-2019	Sunspire Dune	31.6	1008.6	0.1
16-04-2019	Sunspire Dune	31.8	1008.5	0.1
17-04-2019	Sunspire Dune	31.9	1008.5	0.1
18-04-2019	Sunspire Dune	32.1	1008.4	0.11
19-04-2019	Sunspire Dune	32.2	1008.4	0.11
20-04-2019	Sunspire Dune	32.4	1008.3	0.11
21-04-2019	Sunspire Dune	32.5	1008.3	0.11
22-04-2019	Sunspire Dune	32.7	1008.2	0.11
