paper_id,title,year,field,citations,authors,journal_impact,country,open_access
P0706,Empirical Analysis of Computer Science 87,2020,Computer Science,92.0,8,8.24,France,True
P0707,A Study of Medicine Trends 93,2022,Medicine,7.0,2,2.26,Canada,True
P0708,Advances in Chemistry 51,2014,Chemistry,33.0,8,0.86,Australia,False
P0709,A Study of Chemistry Trends 1,2018,Chemistry,5.0,1,14.0,France,True
P0710,New Methods in Medicine 75,2018,Medicine,22.0,6,11.64,Canada,True
P0711,The Future of Computer Science 6,2015,Computer Science,28.0,9,,Germany,True
P0712,A Review of Physics Literature 45,2021,Physics,18.0,7,13.95,USA,True
P0713,The Future of Sociology 70,2011,Sociology,,6,2.76,UK,False
P0714,Advances in Sociology 9,2010,Sociology,13500.0,1,14.57,India,False
P0715,Empirical Analysis of Biology 5,2012,Biology,8.0,10,8.42,France,False
P0716,A Study of Chemistry Trends 53,2017,Chemistry,53.0,5,7.86,China,True
P0717,Impact of Computer Science on Society 99,2012,Computer Science,35.0,9,9.89,India,True
P0718,Impact of Biology on Society 99,2023,Biology,67.0,1,,USA,False
P0719,A Review of Sociology Literature 48,2021,Sociology,2.0,2,13.49,China,False
P0720,A Review of Biology Literature 58,2021,Biology,26.0,5,14.56,USA,False
P0721,A Review of Biology Literature 49,2021,Biology,55.0,2,11.44,Japan,True
P0722,The Future of Physics 88,2016,Physics,3.0,4,14.91,France,False
P0723,Experimental Physics 18,2011,Physics,1.0,9,10.17,China,True
P0724,Challenges in Biology 16,2014,Biology,27.0,2,12.09,UK,False
P0725,Impact of Economics on Society 69,2019,Economics,,2,11.06,Australia,True
P0726,A Review of Medicine Literature 68,2013,Medicine,36.0,4,13.87,Japan,False
P0727,Impact of Sociology on Society 94,2013,Sociology,3.0,9,,China,False
P0728,New Methods in Sociology 1,2011,Sociology,31.0,7,2.13,China,False
P0729,Advances in Physics 39,2023,Physics,4.0,4,7.45,India,False
P0730,Empirical Analysis of Economics 87,2016,Economics,3.0,4,1.08,France,False
P0731,Experimental Economics 55,2013,Economics,3.0,9,10.33,USA,True
P0732,Experimental Chemistry 49,2017,Chemistry,,4,2.19,Japan,False
P0733,New Methods in Medicine 32,2023,Medicine,21.0,10,0.86,India,True
P0734,Empirical Analysis of Biology 45,2022,Biology,14.0,3,9.45,Australia,True
P0735,Impact of Chemistry on Society 36,2013,Chemistry,8.0,9,3.7,China,True
P0736,New Methods in Chemistry 93,2021,Chemistry,41.0,9,5.68,USA,True
P0737,The Future of Economics 5,2015,Economics,9.0,7,5.23,China,True
P0738,A Review of Economics Literature 79,2011,Economics,33.0,2,9.32,Canada,False
P0739,Advances in Economics 31,2022,Economics,11.0,10,3.33,UK,True
P0740,New Methods in Biology 9,2016,Biology,9.0,6,8.13,Japan,False
P0741,The Future of Biology 77,2010,Biology,12.0,8,11.83,Australia,False
P0742,Advances in Chemistry 58,2020,Chemistry,,7,11.62,Brazil,False
P0743,Advances in Chemistry 32,2023,Chemistry,27.0,2,3.34,India,True
P0744,Advances in Physics 52,2020,Physics,13.0,3,,Germany,False
P0745,Empirical Analysis of Sociology 30,2019,Sociology,5.0,3,,Brazil,True
P0746,Experimental Sociology 28,2011,Sociology,45.0,9,10.32,China,False
P0747,Advances in Sociology 18,2022,Sociology,9.0,7,14.39,Australia,False
P0748,Experimental Physics 38,2017,Physics,15.0,9,14.65,Australia,False
P0749,New Methods in Sociology 94,2017,Sociology,47.0,6,6.22,Australia,False
P0750,Challenges in Economics 74,2020,Economics,19.0,3,7.61,Germany,False
P0751,Challenges in Biology 31,2019,Biology,2.0,9,9.25,UK,True
P0752,A Study of Biology Trends 19,2018,Biology,56.0,10,7.92,Australia,True
P0753,Experimental Sociology 29,2012,Sociology,19.0,8,1.31,Germany,True
P0754,A Review of Chemistry Literature 39,2017,Chemistry,8.0,6,10.17,UK,True
P0755,A Study of Medicine Trends 8,2010,Medicine,2.0,6,6.26,Germany,False
P0756,Experimental Economics 76,2018,Economics,31.0,9,10.88,Japan,False
P0757,Impact of Physics on Society 81,2021,Physics,19.0,6,6.7,Australia,False
P0758,A Review of Medicine Literature 72,2010,Medicine,15.0,6,6.1,China,False
P0759,Empirical Analysis of Biology 7,2018,Biology,44.0,7,0.68,Brazil,True
P0760,Challenges in Sociology 83,2016,Sociology,31.0,7,5.5,Japan,False
P0761,A Review of Physics Literature 68,2023,Physics,3.0,6,4.97,China,True
P0762,Challenges in Economics 90,2019,Economics,7.0,10,6.96,USA,False
P0763,A Review of Biology Literature 53,2017,Biology,5.0,4,8.63,Brazil,True
P0764,Impact of Sociology on Society 39,2018,Sociology,27.0,10,3.63,Australia,True
P0765,A Review of Economics Literature 24,2022,Economics,0.0,9,13.37,Japan,True
P0766,Experimental Chemistry 61,2012,Chemistry,16.0,4,11.25,Brazil,True
P0767,New Methods in Medicine 29,2021,Medicine,28.0,7,6.53,India,True
P0768,A Study of Medicine Trends 91,2019,Medicine,41.0,9,6.92,USA,True
P0769,Impact of Medicine on Society 60,2012,Medicine,8.0,5,2.87,Canada,True
P0770,Advances in Computer Science 72,2021,Computer Science,34.0,6,11.06,USA,False
P0771,A Review of Sociology Literature 54,2023,Sociology,2.0,8,13.52,France,True
P0772,Experimental Economics 68,2012,Economics,37.0,8,11.06,Canada,True
P0773,Impact of Medicine on Society 50,2011,Medicine,2.0,7,6.51,Canada,False
P0774,New Methods in Sociology 33,2016,Sociology,10.0,1,12.61,Japan,False
P0775,New Methods in Chemistry 43,2020,Chemistry,31.0,1,9.17,UK,False
P0776,The Future of Medicine 58,2019,Medicine,3.0,5,2.58,Brazil,True
P0777,Challenges in Economics 12,2019,Economics,5.0,10,4.9,India,True
P0778,Experimental Sociology 93,2015,Sociology,25.0,1,14.83,India,True
P0779,New Methods in Medicine 7,2018,Medicine,25.0,9,8.12,France,True
P0780,A Study of Economics Trends 49,2016,Economics,20.0,3,5.36,Brazil,True
P0781,Advances in Biology 10,2016,Biology,23.0,5,14.03,USA,False
P0782,New Methods in Chemistry 98,2019,Chemistry,15.0,1,9.06,China,False
P0783,Experimental Sociology 28,2021,Sociology,5.0,5,,USA,False
P0784,Empirical Analysis of Economics 27,2022,Economics,,4,0.6,Japan,False
P0785,Challenges in Economics 39,2013,Economics,4.0,4,9.76,Canada,False
P0786,Advances in Computer Science 28,2014,Computer Science,47.0,6,4.46,Brazil,True
P0787,New Methods in Sociology 95,2016,Sociology,17.0,1,3.04,India,False
P0788,The Future of Biology 96,2015,Biology,10.0,5,7.2,France,True
P0789,Empirical Analysis of Sociology 32,2014,Sociology,12.0,9,8.73,USA,False
P0790,New Methods in Chemistry 51,2017,Chemistry,58.0,9,13.77,Canada,False
P0791,New Methods in Computer Science 71,2022,Computer Science,3.0,9,3.39,China,True
P0792,Challenges in Sociology 100,2012,Sociology,17.0,10,,France,True
P0793,A Study of Sociology Trends 49,2012,Sociology,14.0,10,4.7,UK,False
P0794,Empirical Analysis of Medicine 69,2016,Medicine,18.0,3,7.61,Australia,True
P0795,Challenges in Economics 40,2019,Economics,,2,,USA,False
P0796,A Study of Chemistry Trends 47,2021,Chemistry,,1,4.88,China,True
P0797,Experimental Biology 64,2021,Biology,53.0,8,8.99,Canada,True
P0798,Empirical Analysis of Computer Science 13,2018,Computer Science,,6,7.66,UK,True
P0799,Empirical Analysis of Economics 98,2014,Economics,23.0,3,11.23,China,False
P0800,Challenges in Physics 27,2023,Physics,51.0,3,3.76,China,False
P0801,Challenges in Chemistry 41,2021,Chemistry,24.0,5,11.97,Germany,True
P0802,A Review of Computer Science Literature 6,2018,Computer Science,3.0,6,2.73,France,True
P0803,New Methods in Biology 95,2023,Biology,17.0,10,4.85,Japan,False
P0804,Impact of Computer Science on Society 3,2015,Computer Science,18.0,4,9.79,UK,False
P0805,A Study of Computer Science Trends 71,2021,Computer Science,11.0,4,9.73,UK,False
P0806,A Review of Computer Science Literature 38,2021,Computer Science,26.0,5,2.3,USA,False
P0807,Impact of Medicine on Society 26,2018,Medicine,54.0,5,10.16,India,False
P0808,Challenges in Physics 30,2020,Physics,51.0,2,4.67,Canada,True
P0809,A Review of Biology Literature 73,2013,Biology,11.0,10,,USA,True
P0810,New Methods in Biology 64,2013,Biology,2.0,7,,Australia,True
P0811,Experimental Biology 84,2013,Biology,83.0,10,9.85,France,True
P0812,Challenges in Economics 33,2019,Economics,36.0,4,0.91,Japan,True
P0813,Empirical Analysis of Chemistry 93,2021,Chemistry,2.0,2,11.59,China,True
P0814,Empirical Analysis of Biology 59,2014,Biology,50.0,6,7.65,UK,False
P0815,Impact of Chemistry on Society 94,2020,Chemistry,40.0,8,14.57,India,False
P0816,Challenges in Biology 22,2015,Biology,14.0,3,9.18,China,False
P0817,Impact of Physics on Society 93,2020,Physics,17.0,8,5.75,France,True
P0818,Experimental Economics 63,2012,Economics,10.0,10,7.47,USA,False
P0819,Impact of Economics on Society 70,2021,Economics,1.0,2,6.82,France,False
P0820,Advances in Computer Science 68,2020,Computer Science,8.0,10,4.24,Brazil,True
P0821,Advances in Medicine 10,2012,Medicine,32.0,5,10.45,China,True
P0822,Advances in Economics 98,2018,Economics,0.0,1,14.63,UK,True
P0823,Advances in Economics 53,2018,Economics,8.0,10,12.37,Australia,True
P0824,Impact of Physics on Society 81,2021,Physics,10.0,7,5.91,Australia,True
P0825,New Methods in Biology 9,2020,Biology,15.0,2,11.13,India,False
P0826,Impact of Sociology on Society 2,2015,Sociology,50.0,1,0.75,UK,True
P0827,New Methods in Economics 65,2021,Economics,8.0,6,4.26,India,True
P0828,Empirical Analysis of Economics 48,2011,Economics,,6,8.93,Australia,False
P0829,Advances in Sociology 80,2022,Sociology,26.0,7,2.62,UK,True
P0830,Empirical Analysis of Medicine 85,2015,Medicine,12.0,7,7.19,UK,False
P0831,Empirical Analysis of Chemistry 3,2018,Chemistry,5.0,2,10.55,USA,True
P0832,Advances in Physics 69,2017,Physics,12.0,4,5.68,USA,True
P0833,Experimental Sociology 53,2019,Sociology,3.0,10,1.27,Canada,True
P0834,Advances in Sociology 3,2019,Sociology,3.0,1,5.74,France,True
P0835,Experimental Medicine 93,2020,Medicine,13.0,7,9.73,UK,True
P0836,A Study of Economics Trends 69,2021,Economics,10.0,1,14.35,Germany,False
P0837,A Study of Economics Trends 3,2016,Economics,49.0,5,1.21,USA,False
P0838,Experimental Physics 90,2020,Physics,9.0,9,4.73,India,False
P0839,A Review of Computer Science Literature 23,2021,Computer Science,17.0,1,9.76,USA,True
P0840,The Future of Computer Science 13,2023,Computer Science,20.0,6,1.61,Japan,False
P0841,Experimental Sociology 20,2018,Sociology,0.0,9,3.31,Australia,True
P0842,New Methods in Economics 25,2014,Economics,21.0,10,,Canada,False
P0843,Experimental Sociology 33,2023,Sociology,3.0,3,11.59,UK,False
P0844,Challenges in Sociology 35,2016,Sociology,64.0,6,9.18,UK,False
P0845,A Review of Economics Literature 11,2022,Economics,3.0,9,2.92,USA,True
P0846,Challenges in Medicine 52,2010,Medicine,10.0,4,5.18,Brazil,True
P0847,Empirical Analysis of Chemistry 73,2018,Chemistry,1.0,3,5.09,USA,False
P0848,New Methods in Chemistry 90,2011,Chemistry,115.0,1,12.75,Japan,True
P0849,New Methods in Medicine 39,2010,Medicine,13.0,7,12.1,Canada,False
P0850,The Future of Sociology 84,2016,Sociology,,8,,Canada,True
P0851,Advances in Medicine 12,2012,Medicine,1.0,10,10.62,UK,False
P0852,A Review of Biology Literature 49,2010,Biology,27.0,10,5.76,Australia,True
P0853,A Review of Economics Literature 71,2020,Economics,4.0,9,8.25,Canada,True
P0854,Empirical Analysis of Biology 8,2010,Biology,45.0,2,5.6,China,False
P0855,Advances in Computer Science 90,2013,Computer Science,4.0,4,2.58,Australia,False
P0856,Impact of Economics on Society 11,2014,Economics,4.0,7,,Australia,True
P0857,Empirical Analysis of Economics 56,2022,Economics,0.0,5,4.58,USA,False
P0858,Challenges in Physics 73,2022,Physics,12.0,7,11.79,India,True
P0859,The Future of Economics 68,2012,Economics,16.0,3,6.47,Canada,False
P0860,Advances in Computer Science 30,2014,Computer Science,1.0,3,13.85,India,False
P0861,New Methods in Chemistry 89,2020,Chemistry,,6,2.86,Canada,True
P0862,Empirical Analysis of Chemistry 35,2014,Chemistry,12.0,2,3.66,Australia,False
P0863,Advances in Sociology 10,2012,Sociology,14.0,8,7.8,Australia,True
P0864,A Study of Economics Trends 70,2023,Economics,11.0,10,12.56,UK,False
P0865,Advances in Chemistry 23,2010,Chemistry,10.0,1,12.03,France,True
P0866,Challenges in Biology 3,2021,Biology,,9,8.6,USA,False
P0867,New Methods in Sociology 76,2022,Sociology,3.0,7,10.5,India,False
P0868,Impact of Economics on Society 97,2014,Economics,4.0,5,14.31,Brazil,True
P0869,A Review of Biology Literature 10,2013,Biology,39.0,2,12.77,France,False
P0870,A Study of Medicine Trends 21,2022,Medicine,58.0,7,,Australia,True
P0871,New Methods in Medicine 73,2018,Medicine,9.0,9,10.68,China,False
P0872,A Review of Physics Literature 87,2010,Physics,6.0,7,12.14,UK,True
P0873,Experimental Economics 43,2015,Economics,20.0,3,6.55,UK,False
P0874,A Review of Medicine Literature 97,2023,Medicine,10.0,3,13.78,USA,True
P0875,Impact of Medicine on Society 89,2017,Medicine,0.0,8,,Australia,True
P0876,The Future of Chemistry 65,2011,Chemistry,3.0,9,2.4,UK,True
P0877,Challenges in Physics 7,2019,Physics,25.0,4,0.75,Australia,False
P0878,The Future of Physics 56,2023,Physics,21.0,8,5.55,China,True
P0879,New Methods in Chemistry 10,2020,Chemistry,0.0,7,10.52,Australia,False
P0880,Challenges in Economics 78,2021,Economics,5.0,10,2.52,Germany,True
P0881,A Review of Biology Literature 100,2018,Biology,5.0,4,6.91,Brazil,False
P0882,Challenges in Sociology 4,2023,Sociology,22.0,9,14.82,Japan,True
P0883,A Study of Economics Trends 58,2013,Economics,0.0,10,8.09,France,True
P0884,Empirical Analysis of Biology 30,2021,Biology,2.0,9,14.57,Canada,False
P0885,Challenges in Physics 71,2020,Physics,32.0,4,3.0,India,True
P0886,A Review of Computer Science Literature 56,2018,Computer Science,3.0,4,4.92,Australia,True
P0887,Impact of Economics on Society 88,2016,Economics,21.0,2,11.29,India,True
P0888,A Review of Computer Science Literature 11,2013,Computer Science,5.0,5,2.22,Germany,True
P0889,A Study of Biology Trends 32,2018,Biology,2.0,7,2.37,China,False
P0890,The Future of Economics 11,2022,Economics,5.0,6,10.57,Germany,True
P0891,A Study of Computer Science Trends 20,2022,Computer Science,25.0,10,10.48,USA,False
P0892,A Review of Computer Science Literature 92,2022,Computer Science,38.0,2,4.96,USA,False
P0893,Impact of Sociology on Society 95,2021,Sociology,35.0,2,3.54,Germany,True
P0894,A Review of Economics Literature 41,2014,Economics,10.0,7,14.73,Japan,True
P0895,Challenges in Computer Science 14,2021,Computer Science,22.0,7,6.66,Australia,True
P0896,The Future of Sociology 1,2020,Sociology,4.0,6,11.56,Canada,True
P0897,A Study of Sociology Trends 57,2010,Sociology,6.0,6,2.12,Brazil,False
P0898,Challenges in Economics 98,2016,Economics,,4,0.77,France,False
P0899,A Study of Computer Science Trends 14,2016,Computer Science,0.0,6,7.52,Japan,True
P0900,Impact of Sociology on Society 12,2016,Sociology,1.0,6,6.75,Australia,True
P0901,Impact of Physics on Society 56,2022,Physics,4.0,10,3.35,Brazil,True
P0902,Empirical Analysis of Economics 72,2020,Economics,0.0,1,0.98,Germany,True
P0903,Experimental Physics 66,2015,Physics,4.0,5,10.07,Germany,True
P0904,A Review of Chemistry Literature 14,2018,Chemistry,17.0,3,9.1,India,True
P0905,Advances in Medicine 12,2010,Medicine,10.0,6,7.3,Japan,True
P0906,Challenges in Physics 71,2010,Physics,44.0,10,13.67,Australia,False
P0907,The Future of Computer Science 77,2021,Computer Science,34.0,8,1.13,France,True
P0908,Challenges in Biology 50,2014,Biology,8.0,10,4.87,Japan,True
P0909,Advances in Chemistry 38,2013,Chemistry,6.0,3,0.65,France,True
P0910,A Review of Physics Literature 50,2019,Physics,9.0,8,1.9,USA,True
P0911,The Future of Sociology 93,2023,Sociology,17.0,1,,Brazil,False
P0912,Experimental Chemistry 32,2022,Chemistry,6.0,4,9.23,Australia,True
P0913,Experimental Physics 22,2023,Physics,19.0,4,,Germany,True
P0914,A Review of Sociology Literature 22,2023,Sociology,,6,3.4,USA,True
P0915,Impact of Physics on Society 35,2017,Physics,16.0,3,10.22,China,False
P0916,A Study of Biology Trends 35,2023,Biology,11.0,2,0.92,Brazil,False
P0917,Empirical Analysis of Biology 19,2013,Biology,6.0,2,2.61,Brazil,True
P0918,The Future of Sociology 22,2020,Sociology,,1,11.32,USA,False
P0919,A Review of Physics Literature 36,2021,Physics,,4,4.52,Canada,False
P0920,A Review of Medicine Literature 39,2021,Medicine,3.0,10,8.91,France,False
P0921,Empirical Analysis of Biology 10,2020,Biology,40.0,3,5.61,China,True
P0922,Challenges in Biology 33,2015,Biology,,5,12.9,China,True
P0923,New Methods in Biology 93,2022,Biology,44.0,1,11.82,China,True
P0924,Empirical Analysis of Economics 77,2019,Economics,32.0,6,9.39,UK,False
P0925,New Methods in Chemistry 59,2018,Chemistry,11.0,2,7.82,France,True
P0926,The Future of Physics 18,2021,Physics,0.0,5,,China,True
P0927,A Study of Medicine Trends 1,2019,Medicine,6.0,8,12.38,India,True
P0928,A Review of Biology Literature 43,2013,Biology,15.0,8,11.57,India,True
P0929,A Review of Economics Literature 43,2022,Economics,20.0,1,8.17,Australia,False
P0930,Empirical Analysis of Chemistry 43,2021,Chemistry,5.0,6,10.88,France,True
P0931,A Review of Computer Science Literature 84,2013,Computer Science,3.0,4,14.48,Australia,False
P0932,Impact of Sociology on Society 39,2014,Sociology,36.0,9,2.99,Australia,True
P0933,Challenges in Computer Science 78,2017,Computer Science,83.0,4,11.43,France,True
P0934,New Methods in Biology 62,2012,Biology,14.0,4,0.56,Australia,True
P0935,Challenges in Medicine 23,2020,Medicine,3.0,9,11.02,Japan,True
P0936,A Review of Medicine Literature 41,2011,Medicine,6.0,9,13.9,Canada,True
P0937,A Study of Chemistry Trends 95,2012,Chemistry,0.0,5,13.85,France,False
P0938,Empirical Analysis of Chemistry 74,2012,Chemistry,49.0,9,12.84,Germany,False
P0939,New Methods in Physics 42,2021,Physics,2.0,8,7.38,UK,True
P0940,A Review of Sociology Literature 36,2018,Sociology,17.0,10,10.62,India,False
P0941,A Review of Sociology Literature 47,2011,Sociology,6.0,3,3.18,USA,False
P0942,The Future of Biology 73,2016,Biology,16.0,1,10.27,India,True
P0943,New Methods in Computer Science 76,2010,Computer Science,21.0,7,2.06,China,False
P0944,Experimental Physics 24,2016,Physics,35.0,10,12.6,USA,True
P0945,Experimental Medicine 4,2014,Medicine,4.0,9,14.73,China,False
P0946,Empirical Analysis of Physics 91,2018,Physics,0.0,1,,China,True
P0947,New Methods in Computer Science 57,2014,Computer Science,2.0,5,7.96,India,True
P0948,A Study of Medicine Trends 89,2012,Medicine,46.0,3,6.41,Australia,True
P0949,The Future of Chemistry 53,2012,Chemistry,41.0,1,11.54,China,True
P0950,Empirical Analysis of Economics 18,2019,Economics,18.0,5,5.06,China,False
P0951,A Study of Economics Trends 31,2023,Economics,18.0,4,,India,False
P0952,A Study of Chemistry Trends 85,2014,Chemistry,21.0,10,8.04,France,True
P0953,Impact of Biology on Society 92,2010,Biology,3.0,5,7.69,Canada,False
P0954,A Review of Physics Literature 49,2015,Physics,49.0,1,5.74,China,True
P0955,The Future of Medicine 58,2017,Medicine,10.0,8,4.68,Canada,False
P0956,Empirical Analysis of Chemistry 75,2021,Chemistry,9.0,1,10.97,Germany,True
P0957,A Review of Sociology Literature 69,2012,Sociology,14.0,2,1.69,USA,True
P0958,Experimental Chemistry 89,2010,Chemistry,0.0,7,7.66,France,True
P0959,A Review of Biology Literature 70,2012,Biology,3.0,5,,USA,True
P0960,Advances in Physics 47,2015,Physics,26.0,6,,UK,False
P0961,Experimental Chemistry 77,2019,Chemistry,1.0,2,11.17,France,False
P0962,The Future of Sociology 14,2010,Sociology,18.0,1,10.46,USA,True
P0963,New Methods in Computer Science 85,2022,Computer Science,5.0,5,,Brazil,False
P0964,Challenges in Sociology 22,2020,Sociology,9.0,7,3.78,UK,True
P0965,Advances in Chemistry 73,2019,Chemistry,6.0,4,,Germany,False
P0966,A Review of Medicine Literature 97,2023,Medicine,8.0,7,14.78,Japan,False
P0967,Challenges in Sociology 56,2020,Sociology,25.0,9,6.71,India,False
P0968,The Future of Physics 2,2014,Physics,,2,,China,True
P0969,The Future of Sociology 34,2017,Sociology,16.0,6,13.47,Australia,False
P0970,New Methods in Medicine 66,2022,Medicine,12.0,8,12.14,France,False
P0971,Experimental Sociology 72,2019,Sociology,21.0,10,14.12,USA,False
P0972,New Methods in Physics 58,2018,Physics,55.0,9,5.83,USA,False
P0973,Challenges in Computer Science 51,2015,Computer Science,26.0,2,0.69,China,True
P0974,Empirical Analysis of Medicine 99,2011,Medicine,4.0,3,10.28,China,True
P0975,Experimental Economics 20,2022,Economics,0.0,4,10.25,Japan,True
P0976,Challenges in Chemistry 4,2021,Chemistry,6.0,9,6.25,Germany,True
P0977,Empirical Analysis of Computer Science 14,2015,Computer Science,18.0,8,8.08,China,False
P0978,A Study of Physics Trends 54,2018,Physics,1.0,9,10.31,Japan,True
P0979,The Future of Medicine 15,2013,Medicine,13.0,1,,Germany,False
P0980,Impact of Chemistry on Society 45,2012,Chemistry,18.0,1,6.22,France,False
P0981,A Study of Computer Science Trends 44,2018,Computer Science,8.0,4,10.58,Brazil,False
P0982,Empirical Analysis of Physics 27,2011,Physics,29.0,9,14.67,China,True
P0983,Experimental Sociology 62,2022,Sociology,2.0,5,11.25,Germany,True
P0984,Challenges in Economics 61,2018,Economics,1.0,6,13.44,China,False
P0985,The Future of Sociology 57,2012,Sociology,26.0,8,2.95,USA,False
P0986,Empirical Analysis of Economics 41,2016,Economics,13.0,7,5.77,Germany,True
P0987,The Future of Physics 39,2018,Physics,12400.0,3,3.39,Japan,True
P0988,Advances in Economics 91,2018,Economics,11.0,1,3.4,UK,False
P0989,The Future of Computer Science 3,2016,Computer Science,5.0,6,12.74,USA,True
P0990,Challenges in Chemistry 83,2011,Chemistry,34.0,6,6.36,Germany,True
P0991,The Future of Sociology 87,2015,Sociology,32.0,6,3.88,Canada,False
P0992,Impact of Economics on Society 95,2013,Economics,23.0,5,6.66,UK,False
P0993,New Methods in Chemistry 67,2013,Chemistry,6.0,4,7.74,France,False
P0994,Impact of Biology on Society 71,2020,Biology,17.0,9,,China,False
P0995,Impact of Economics on Society 43,2015,Economics,8.0,5,11.61,Japan,False
P0996,Experimental Biology 55,2015,Biology,1.0,1,9.11,India,False
P0997,Empirical Analysis of Chemistry 30,2015,Chemistry,49.0,5,11.47,China,False
P0998,A Review of Medicine Literature 81,2014,Medicine,2.0,7,12.11,France,False
P0999,Impact of Chemistry on Society 24,2013,Chemistry,60.0,1,14.18,France,True
P1000,A Review of Computer Science Literature 51,2022,Computer Science,11.0,9,5.66,Germany,True
P1001,Advances in Medicine 95,2019,Medicine,4.0,5,10.17,Brazil,False
P1002,New Methods in Sociology 58,2018,Sociology,15.0,4,14.28,Australia,False
P1003,A Review of Medicine Literature 50,2017,Medicine,41.0,3,14.82,Canada,False
P1004,Advances in Sociology 91,2018,Sociology,26.0,6,7.92,UK,False
P1005,New Methods in Economics 27,2023,Economics,32.0,7,2.64,UK,True
P1006,A Study of Economics Trends 97,2022,Economics,21.0,3,7.09,Germany,False
P1007,The Future of Economics 74,2020,Economics,23.0,2,2.27,Germany,True
P1008,The Future of Sociology 69,2010,Sociology,37.0,7,7.6,China,False
P1009,Impact of Chemistry on Society 47,2011,Chemistry,5.0,9,3.85,China,True
P1010,Challenges in Medicine 26,2020,Medicine,13.0,10,,Brazil,True
P1011,Empirical Analysis of Computer Science 15,2015,Computer Science,5.0,4,,Canada,True
P1012,A Study of Computer Science Trends 86,2017,Computer Science,87.0,7,11.2,France,False
P1013,Empirical Analysis of Sociology 68,2013,Sociology,57.0,4,12.54,France,True
P1014,Challenges in Biology 77,2020,Biology,0.0,10,7.72,Australia,True
P1015,A Review of Sociology Literature 79,2019,Sociology,24.0,3,0.89,Canada,True
P1016,A Review of Physics Literature 76,2019,Physics,51.0,7,3.1,China,False
P1017,The Future of Computer Science 45,2013,Computer Science,,5,9.27,USA,False
P1018,Challenges in Economics 59,2010,Economics,16.0,10,5.24,Australia,True
P1019,Impact of Biology on Society 87,2020,Biology,49.0,6,4.89,Australia,True
P1020,A Study of Sociology Trends 79,2015,Sociology,0.0,8,9.54,China,True
P1021,The Future of Economics 87,2016,Economics,23.0,9,11.52,Brazil,False
P1022,Impact of Medicine on Society 41,2022,Medicine,7.0,3,10.09,Japan,False
P1023,The Future of Medicine 31,2011,Medicine,51.0,4,8.04,Germany,True
P1024,A Study of Chemistry Trends 15,2016,Chemistry,70.0,3,7.64,France,False
P1025,Impact of Economics on Society 48,2014,Economics,57.0,10,7.26,China,False
P1026,Impact of Computer Science on Society 66,2018,Computer Science,12.0,9,4.76,USA,True
P1027,A Review of Physics Literature 54,2021,Physics,39.0,4,7.72,Japan,False
P1028,Impact of Economics on Society 74,2014,Economics,37.0,3,7.82,Germany,True
P1029,A Review of Sociology Literature 55,2010,Sociology,,5,8.37,Brazil,True
P1030,Impact of Computer Science on Society 63,2018,Computer Science,35.0,9,12.24,Australia,True
P1031,Experimental Biology 89,2023,Biology,0.0,3,8.34,India,True
P1032,Impact of Economics on Society 72,2022,Economics,18.0,7,0.76,China,True
P1033,Impact of Biology on Society 63,2015,Biology,5.0,3,11.58,UK,True
P1034,A Study of Computer Science Trends 18,2018,Computer Science,,10,14.87,India,True
P1035,Impact of Sociology on Society 41,2022,Sociology,1.0,3,13.26,Australia,False
P1036,Empirical Analysis of Computer Science 80,2018,Computer Science,23.0,6,2.23,UK,True
P1037,Advances in Computer Science 46,2017,Computer Science,8.0,2,7.03,Germany,False
P1038,Advances in Computer Science 63,2017,Computer Science,25.0,9,12.87,Brazil,False
P1039,Impact of Medicine on Society 25,2010,Medicine,1.0,9,6.92,Canada,True
P1040,A Review of Chemistry Literature 72,2014,Chemistry,7.0,2,1.02,Brazil,True
P1041,Experimental Computer Science 84,2020,Computer Science,15.0,3,3.06,France,True
P1042,Empirical Analysis of Medicine 53,2013,Medicine,31.0,6,10.06,India,False
P1043,Empirical Analysis of Physics 54,2015,Physics,7.0,3,11.8,Brazil,True
P1044,Empirical Analysis of Medicine 63,2018,Medicine,19.0,1,13.33,India,True
P1045,Impact of Biology on Society 11,2011,Biology,43.0,6,2.88,Germany,True
P1046,Advances in Physics 98,2011,Physics,19.0,7,6.74,France,False
P1047,New Methods in Biology 38,2012,Biology,5.0,7,5.03,France,True
P1048,Advances in Chemistry 36,2022,Chemistry,0.0,5,6.14,Brazil,True
P1049,New Methods in Economics 69,2018,Economics,40.0,8,11.58,India,True
P1050,A Study of Economics Trends 22,2018,Economics,0.0,5,8.75,India,True
P1051,Empirical Analysis of Medicine 73,2010,Medicine,41.0,3,7.61,India,True
P1052,Empirical Analysis of Sociology 71,2020,Sociology,15.0,4,8.53,Japan,False
P1053,Experimental Biology 15,2011,Biology,55.0,2,8.32,Australia,True
P1054,The Future of Chemistry 35,2013,Chemistry,32.0,3,7.31,Canada,True
P1055,Experimental Economics 47,2020,Economics,123.0,3,8.65,Australia,False
P1056,Experimental Chemistry 97,2020,Chemistry,8.0,1,,USA,True
P1057,Advances in Chemistry 98,2022,Chemistry,29.0,10,1.31,China,False
P1058,Empirical Analysis of Economics 70,2013,Economics,10.0,10,,China,False
P1059,New Methods in Economics 55,2023,Economics,13.0,5,9.07,China,False
P1060,The Future of Sociology 95,2020,Sociology,19.0,10,5.98,India,False
